airline,flight,source_city,destination_city,one_way,stops,class,class_code,capacity,duration,departure_time,arrival_time,days_left,season_label,weekday,hour,departure_period,season_base_mult,event_mult,weekday_mult,period_mult,stop_mult,demand_index,base_price,price,seat_sold,residual_capacity,optimal_price,optimal_revenue,expected_units,kept_current_price,current_expected_revenue,pct_change_vs_current_price
Oman Air,WY101,Muscat,London (LHR),True,Direct,Economy,0,240,7.9,2023-08-06 19:38:00,2023-08-07 03:32:00,73,Summer,6,19,Evening,1.15,1.0,1.0,1.05,1.12,1.31,250.0,350.0,93,147,225.0,5326.777139358962,23.674565063817607,False,4463.857444519208,-35.714285714285715
Oman Air,WY101,Muscat,London (LHR),True,Direct,Business,1,30,7.9,2023-08-06 19:38:00,2023-08-07 03:32:00,174,Summer,6,19,Evening,1.15,1.0,1.0,1.05,1.12,1.27,850.0,774.78,5,25,935.0000000000001,2751.78666832393,2.9430873458009943,False,2650.2577940713536,20.679418673688033
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Business,1,30,10.0,2023-08-06 21:08:00,2023-08-07 07:08:00,97,Summer,6,21,Evening,1.15,1.0,1.0,1.05,0.97,1.112,850.0,873.81,10,20,1062.5,2013.5265554948796,1.8950838169363573,False,1936.3103909933943,21.593939185864212
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Economy,0,240,10.0,2023-08-06 21:08:00,2023-08-07 07:08:00,175,Summer,6,21,Evening,1.15,1.0,1.0,1.05,0.97,1.094,250.0,294.2,52,188,225.0,5365.167484751598,23.845188821118214,False,4819.469362546414,-23.521414004078856
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),First,2,8,10.0,2023-08-06 21:08:00,2023-08-07 07:08:00,49,Summer,6,21,Evening,1.15,1.0,1.0,1.05,0.97,0.893,1900.0,1782.03,3,5,2280.0,1106.498225979331,0.48530623946461887,False,978.2296091839049,27.943974007171597
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),Business,1,30,10.2,2023-08-07 06:12:00,2023-08-07 16:24:00,101,Summer,0,6,Dawn,1.15,1.0,1.0,0.97,0.97,1.11,850.0,952.27,7,23,952.27,2253.853611508023,2.366822026849552,True,2253.853611508023,0.0
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),First,2,8,10.2,2023-08-07 06:12:00,2023-08-07 16:24:00,29,Summer,0,6,Dawn,1.15,1.0,1.0,0.97,0.97,0.873,1900.0,2282.96,2,6,2282.96,1588.3782872158301,0.6957538840872508,True,1588.3782872158301,0.0
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),Economy,0,240,10.2,2023-08-07 06:12:00,2023-08-07 16:24:00,112,Summer,0,6,Dawn,1.15,1.0,1.0,0.97,0.97,1.145,250.0,295.18,67,173,225.0,5210.961023795489,23.159826772424395,False,4674.724924253769,-23.77532353140457
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),First,2,8,10.0,2023-08-07 09:39:00,2023-08-07 19:39:00,158,Summer,0,9,Morning,1.15,1.0,1.0,1.03,0.97,0.939,1900.0,1306.4,1,7,2090.0,1310.990937071844,0.627268390943466,False,1036.4888444427008,59.98162890385792
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Economy,0,240,10.0,2023-08-07 09:39:00,2023-08-07 19:39:00,80,Summer,0,9,Morning,1.15,1.0,1.0,1.03,0.97,1.155,250.0,224.54,89,151,224.54,4748.005969187542,21.145479510054077,True,4748.005969187542,0.0
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Business,1,30,10.0,2023-08-07 09:39:00,2023-08-07 19:39:00,42,Summer,0,9,Morning,1.15,1.0,1.0,1.03,0.97,1.033,850.0,610.47,16,14,1062.5,1621.9256799969244,1.5265182870559288,False,1451.7707016602858,74.04622667780562
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),First,2,8,10.2,2023-08-07 11:14:00,2023-08-07 21:26:00,157,Summer,0,11,Morning,1.15,1.0,1.0,1.03,0.97,1.051,1900.0,1881.29,1,7,2090.0,1467.4272941066595,0.7021183225390715,False,1392.231075052352,11.093983383742009
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Business,1,30,10.2,2023-08-07 11:14:00,2023-08-07 21:26:00,158,Summer,0,11,Morning,1.15,1.0,1.0,1.03,0.97,1.069,850.0,606.6,3,27,935.0000000000001,2502.7936573653496,2.676784660283796,False,2295.319808966786,54.13781734256513
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Economy,0,240,10.2,2023-08-07 11:14:00,2023-08-07 21:26:00,113,Summer,0,11,Morning,1.15,1.0,1.0,1.03,0.97,1.052,250.0,289.44,51,189,225.0,5228.2789089155885,23.23679515073595,False,4727.24743569669,-22.263681592039802
Oman Air,WY101,Muscat,London (LHR),True,Direct,Economy,0,240,7.9,2023-08-07 16:03:00,2023-08-07 23:57:00,111,Summer,0,16,Afternoon,1.15,1.0,1.0,1.06,1.12,1.301,250.0,203.54,57,183,203.54,6522.319694442866,32.044412373208544,True,6522.319694442866,0.0
Oman Air,WY101,Muscat,London (LHR),True,Direct,First,2,8,7.9,2023-08-07 16:03:00,2023-08-07 23:57:00,105,Summer,0,16,Afternoon,1.15,1.0,1.0,1.06,1.12,1.156,1900.0,1300.0,2,6,2090.0,1399.4783981208686,0.6696068890530472,False,1103.7347912435553,60.76923076923077
Oman Air,WY101,Muscat,London (LHR),True,Direct,Business,1,30,7.9,2023-08-07 16:03:00,2023-08-07 23:57:00,98,Summer,0,16,Afternoon,1.15,1.0,1.0,1.06,1.12,1.367,850.0,944.19,8,22,944.19,2656.8982988299113,2.813944543820535,True,2656.8982988299113,0.0
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),First,2,8,10.1,2023-08-07 19:03:00,2023-08-08 05:09:00,51,Summer,0,19,Evening,1.15,1.0,1.0,1.05,0.97,0.958,1900.0,1877.84,3,5,2280.0,1170.26053984563,0.5132721665989606,False,1062.0486974425721,21.41609508797342
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),Economy,0,240,10.1,2023-08-07 19:03:00,2023-08-08 05:09:00,179,Summer,0,19,Evening,1.15,1.0,1.0,1.05,0.97,1.115,250.0,186.38,11,229,186.38,7181.2794365771115,38.5303113884382,True,7181.2794365771115,0.0
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),Business,1,30,10.1,2023-08-07 19:03:00,2023-08-08 05:09:00,46,Summer,0,19,Evening,1.15,1.0,1.0,1.05,0.97,1.144,850.0,898.52,13,17,1062.5,2106.545972315593,1.9826315033558526,False,2037.0922820240862,18.250011129412812
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),First,2,8,10.3,2023-08-07 20:21:00,2023-08-08 06:39:00,86,Summer,0,20,Evening,1.15,1.0,1.0,1.05,0.97,1.052,1900.0,1716.44,2,6,2090.0,1298.227329222283,0.6211614015417622,False,1176.4999624419322,21.763650346065106
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Business,1,30,10.3,2023-08-07 20:21:00,2023-08-08 06:39:00,65,Summer,0,20,Evening,1.15,1.0,1.0,1.05,0.97,1.113,850.0,904.73,10,20,1062.5,2155.6935219574384,2.0288880206658244,False,2087.492996748056,17.43835177345727
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Economy,0,240,10.3,2023-08-07 20:21:00,2023-08-08 06:39:00,56,Summer,0,20,Evening,1.15,1.0,1.0,1.05,0.97,1.106,250.0,183.27,140,100,183.27,3561.3592093840866,19.432308666907222,True,3561.3592093840866,0.0
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Economy,0,240,10.0,2023-08-09 05:21:00,2023-08-09 15:21:00,5,Summer,2,5,Dawn,1.15,1.0,0.96,0.97,0.97,1.086,250.0,190.69,206,34,190.69,2109.6572259620284,11.063281902365244,True,2109.6572259620284,0.0
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),First,2,8,10.0,2023-08-09 05:21:00,2023-08-09 15:21:00,1,Summer,2,5,Dawn,1.15,1.0,0.96,0.97,0.97,0.874,1900.0,2398.79,4,4,2398.79,1619.5908841046335,0.6751699332182615,True,1619.5908841046335,0.0
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Business,1,30,10.0,2023-08-09 05:21:00,2023-08-09 15:21:00,40,Summer,2,5,Dawn,1.15,1.0,0.96,0.97,0.97,1.045,850.0,1099.44,12,18,1099.44,2164.8539156502234,1.9690514404153234,True,2164.8539156502234,0.0
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),Economy,0,240,10.1,2023-08-09 07:33:00,2023-08-09 17:39:00,71,Summer,2,7,Morning,1.15,1.0,0.96,1.03,0.97,1.16,250.0,309.06,96,144,225.0,4647.652790576881,20.656234624786137,False,4093.4506894311708,-27.19860221316249
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),First,2,8,10.1,2023-08-09 07:33:00,2023-08-09 17:39:00,134,Summer,2,7,Morning,1.15,1.0,0.96,1.03,0.97,0.948,1900.0,1975.76,1,7,2090.0,1326.2819057210418,0.6345846438856659,False,1289.5250883083136,5.782078794995344
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),Business,1,30,10.1,2023-08-09 07:33:00,2023-08-09 17:39:00,96,Summer,2,7,Morning,1.15,1.0,0.96,1.03,0.97,0.976,850.0,703.95,8,22,935.0000000000001,1896.686710705455,2.028541936583374,False,1792.015004873114,32.82193337595
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),First,2,8,10.2,2023-08-09 08:44:00,2023-08-09 18:56:00,71,Summer,2,8,Morning,1.15,1.0,0.96,1.03,0.97,0.955,1900.0,2204.98,2,6,2204.98,1251.4224435740705,0.5675436709512424,True,1251.4224435740705,0.0
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Economy,0,240,10.2,2023-08-09 08:44:00,2023-08-09 18:56:00,8,Summer,2,8,Morning,1.15,1.0,0.96,1.03,0.97,1.099,250.0,350.0,167,73,225.0,4106.926748327229,18.25300777034324,False,3441.6186485740163,-35.714285714285715
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Business,1,30,10.2,2023-08-09 08:44:00,2023-08-09 18:56:00,72,Summer,2,8,Morning,1.15,1.0,0.96,1.03,0.97,0.982,850.0,668.72,12,18,1062.5,1671.3149240240487,1.5730022814343987,False,1523.4961670888842,58.8856322526618
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),First,2,8,10.2,2023-08-09 10:03:00,2023-08-09 20:15:00,142,Summer,2,10,Morning,1.15,1.0,0.96,1.03,0.97,0.951,1900.0,1344.88,0,8,2090.0,1519.0738997325934,0.7268296170969346,False,1218.5617069897057,55.40419963119385
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),Economy,0,240,10.2,2023-08-09 10:03:00,2023-08-09 20:15:00,96,Summer,2,10,Morning,1.15,1.0,0.96,1.03,0.97,1.012,250.0,236.07,74,166,225.0,4466.396201540484,19.850649784624373,False,4381.410379277248,-4.689287075867325
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),Business,1,30,10.2,2023-08-09 10:03:00,2023-08-09 20:15:00,132,Summer,2,10,Morning,1.15,1.0,0.96,1.03,0.97,0.982,850.0,859.38,6,24,935.0000000000001,2048.4901658523554,2.190898573104123,False,2014.2279110629233,8.79936698550119
Oman Air,WY101,Muscat,London (LHR),True,Direct,Economy,0,240,7.9,2023-08-09 12:22:00,2023-08-09 20:16:00,162,Summer,2,12,Morning,1.15,1.0,0.96,1.03,1.12,1.238,250.0,299.29,37,203,220.0,6617.284276226778,30.0785648919399,False,5850.755937272953,-26.492699388552914
Oman Air,WY101,Muscat,London (LHR),True,Direct,Business,1,30,7.9,2023-08-09 12:22:00,2023-08-09 20:16:00,78,Summer,2,12,Morning,1.15,1.0,0.96,1.03,1.12,1.335,850.0,761.8,10,20,1062.5,2486.077233859228,2.3398373965733907,False,2326.039162448434,39.472302441585725
Oman Air,WY101,Muscat,London (LHR),True,Direct,First,2,8,7.9,2023-08-09 12:22:00,2023-08-09 20:16:00,21,Summer,2,12,Morning,1.15,1.0,0.96,1.03,1.12,1.075,1900.0,2500.0,3,5,2500.0,1900.2628227472717,0.7601051290989087,True,1900.2628227472717,0.0
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Economy,0,240,10.3,2023-08-09 18:43:00,2023-08-10 05:01:00,122,Summer,2,18,Afternoon,1.15,1.0,0.96,1.06,0.97,1.111,250.0,150.0,88,152,150.0,5206.7105907960195,34.71140393864013,True,5206.7105907960195,0.0
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Business,1,30,10.3,2023-08-09 18:43:00,2023-08-10 05:01:00,112,Summer,2,18,Afternoon,1.15,1.0,0.96,1.06,0.97,1.031,850.0,922.15,7,23,935.0000000000001,2072.560391560837,2.21664213001159,False,2066.8320435319356,1.3934826221330734
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),First,2,8,10.3,2023-08-09 18:43:00,2023-08-10 05:01:00,10,Summer,2,18,Afternoon,1.15,1.0,0.96,1.06,0.97,0.987,1900.0,2500.0,4,4,2500.0,1640.0953016679337,0.6560381206671735,True,1640.0953016679337,0.0
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Economy,0,240,10.2,2023-08-10 05:45:00,2023-08-10 15:57:00,72,Summer,3,5,Dawn,1.15,1.0,1.07,0.97,0.97,1.205,250.0,307.22,108,132,225.0,4412.4251674686875,19.610778522083056,False,3895.565996820131,-26.762580561161393
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),First,2,8,10.2,2023-08-10 05:45:00,2023-08-10 15:57:00,14,Summer,3,5,Dawn,1.15,1.0,1.07,0.97,0.97,1.132,1900.0,2269.77,3,5,2280.0,2116.174396406848,0.9281466650907227,False,2111.4215889471516,0.4507064592447701
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Business,1,30,10.2,2023-08-10 05:45:00,2023-08-10 15:57:00,21,Summer,3,5,Dawn,1.15,1.0,1.07,0.97,0.97,1.019,850.0,735.7,19,11,1062.5,1616.055218105278,1.5209931464520263,False,1501.518057029588,44.42028000543699
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),Business,1,30,10.1,2023-08-10 09:49:00,2023-08-10 19:55:00,40,Summer,3,9,Morning,1.15,1.0,1.07,1.03,0.97,1.224,850.0,834.91,10,20,1062.5,2798.22540008231,2.633623905959821,False,2666.5199622219375,27.259225545268357
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),First,2,8,10.1,2023-08-10 09:49:00,2023-08-10 19:55:00,105,Summer,3,9,Morning,1.15,1.0,1.07,1.03,0.97,1.003,1900.0,1329.18,1,7,2090.0,1416.6288686860755,0.6778128558306581,False,1129.7304736346355,57.23980198317759
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),Economy,0,240,10.1,2023-08-10 09:49:00,2023-08-10 19:55:00,97,Summer,3,9,Morning,1.15,1.0,1.07,1.03,0.97,1.311,250.0,180.28,126,114,180.28,4337.766654263317,24.061274984819818,True,4337.766654263317,0.0
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Business,1,30,10.3,2023-08-10 11:28:00,2023-08-10 21:46:00,34,Summer,3,11,Morning,1.15,1.0,1.07,1.03,0.97,1.128,850.0,745.3,16,14,1062.5,1923.9144097062363,1.8107429738411636,False,1792.1988071195412,42.560042935730586
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),First,2,8,10.3,2023-08-10 11:28:00,2023-08-10 21:46:00,128,Summer,3,11,Morning,1.15,1.0,1.07,1.03,0.97,1.108,1900.0,1845.57,2,6,2090.0,1330.045509779605,0.6363854113778015,False,1249.8520858264974,13.24414679475718
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Economy,0,240,10.3,2023-08-10 11:28:00,2023-08-10 21:46:00,66,Summer,3,11,Morning,1.15,1.0,1.07,1.03,0.97,1.267,250.0,268.87,98,142,225.0,5091.97331871334,22.630992527614843,False,4741.788594547492,-16.31643545207721
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),First,2,8,10.0,2023-08-10 12:17:00,2023-08-10 22:17:00,123,Summer,3,12,Morning,1.15,1.0,1.07,1.03,0.97,1.063,1900.0,1417.27,1,7,2090.0,1490.3717386109788,0.7130965256511861,False,1227.291596964183,47.4666083385664
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Economy,0,240,10.0,2023-08-10 12:17:00,2023-08-10 22:17:00,140,Summer,3,12,Morning,1.15,1.0,1.07,1.03,0.97,1.209,250.0,183.28,68,172,183.28,5898.930611074422,32.18534816168934,True,5898.930611074422,0.0
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Business,1,30,10.0,2023-08-10 12:17:00,2023-08-10 22:17:00,74,Summer,3,12,Morning,1.15,1.0,1.07,1.03,0.97,1.094,850.0,765.35,9,21,1062.5,2160.1512153977287,2.033083496844921,False,2022.9743831893063,38.82537401188998
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),Economy,0,240,10.2,2023-08-10 17:28:00,2023-08-11 03:40:00,148,Summer,3,17,Afternoon,1.15,1.0,1.07,1.06,0.97,1.295,250.0,227.03,70,170,225.0,5749.0747057612825,25.55144313671681,False,5728.4570290636275,-0.8941549574946047
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),First,2,8,10.2,2023-08-10 17:28:00,2023-08-11 03:40:00,97,Summer,3,17,Afternoon,1.15,1.0,1.07,1.06,0.97,1.064,1900.0,1300.0,1,7,2090.0,1511.8589038566047,0.7233774659600979,False,1192.3665802048056,60.76923076923077
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),Business,1,30,10.2,2023-08-10 17:28:00,2023-08-11 03:40:00,9,Summer,3,17,Afternoon,1.15,1.0,1.07,1.06,0.97,1.188,850.0,1100.0,15,15,1105.0,3087.9933799853893,2.7945641447831577,False,3085.1937440300885,0.45454545454545453
Oman Air,WY101,Muscat,London (LHR),True,Direct,Business,1,30,7.9,2023-08-10 19:55:00,2023-08-11 03:49:00,115,Summer,3,19,Evening,1.15,1.0,1.07,1.05,1.12,1.347,850.0,694.26,12,18,1062.5,2171.377890023274,2.0436497788454346,False,1994.2245225383424,53.0406475960015
Oman Air,WY101,Muscat,London (LHR),True,Direct,Economy,0,240,7.9,2023-08-10 19:55:00,2023-08-11 03:49:00,90,Summer,3,19,Evening,1.15,1.0,1.07,1.05,1.12,1.536,250.0,170.06,122,118,170.06,5425.649675132954,31.904325973967744,True,5425.649675132954,0.0
Oman Air,WY101,Muscat,London (LHR),True,Direct,First,2,8,7.9,2023-08-10 19:55:00,2023-08-11 03:49:00,169,Summer,3,19,Evening,1.15,1.0,1.07,1.05,1.12,1.361,1900.0,1300.0,1,7,2090.0,1899.4547576845837,0.9088300276002793,False,1498.0540630456405,60.76923076923077
Oman Air,WY101,Muscat,London (LHR),True,Direct,First,2,8,7.9,2023-08-11 07:20:00,2023-08-11 15:14:00,113,Summer,4,7,Morning,1.15,1.0,1.07,1.03,1.12,1.132,1900.0,2379.08,1,7,2379.08,1698.8850279458145,0.7140932746884571,True,1698.8850279458145,0.0
Oman Air,WY101,Muscat,London (LHR),True,Direct,Economy,0,240,7.9,2023-08-11 07:20:00,2023-08-11 15:14:00,51,Summer,4,7,Morning,1.15,1.0,1.07,1.03,1.12,1.47,250.0,350.0,113,127,225.0,5714.350623167199,25.397113880743106,False,4788.645348299212,-35.714285714285715
Oman Air,WY101,Muscat,London (LHR),True,Direct,Business,1,30,7.9,2023-08-11 07:20:00,2023-08-11 15:14:00,59,Summer,4,7,Morning,1.15,1.0,1.07,1.03,1.12,1.342,850.0,778.79,12,18,1062.5,2403.2485676977126,2.261881004891965,False,2258.4837893029603,36.429589491390495
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Economy,0,240,10.2,2023-08-11 08:42:00,2023-08-11 18:54:00,39,Summer,4,8,Morning,1.15,1.0,1.07,1.03,0.97,1.336,250.0,300.26,124,116,225.0,5249.193119106069,23.329747196026975,False,4676.991342587673,-25.06494371544661
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),First,2,8,10.2,2023-08-11 08:42:00,2023-08-11 18:54:00,144,Summer,4,8,Morning,1.15,1.0,1.07,1.03,0.97,1.001,1900.0,1611.41,1,7,2090.0,1398.8107351090907,0.6692874330665506,False,1228.2558485702548,29.700076330666924
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Business,1,30,10.2,2023-08-11 08:42:00,2023-08-11 18:54:00,170,Summer,4,8,Morning,1.15,1.0,1.07,1.03,0.97,1.264,850.0,737.54,1,29,935.0000000000001,3177.2728826513553,3.3981528156698984,False,3030.046614520442,26.772785204870264
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),Business,1,30,10.2,2023-08-11 12:14:00,2023-08-11 22:26:00,25,Summer,4,12,Morning,1.15,1.0,1.07,1.03,0.97,1.279,850.0,688.5,15,15,1062.5,2616.519998510524,2.46260705742167,False,2399.048675357174,54.32098765432099
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),Economy,0,240,10.2,2023-08-11 12:14:00,2023-08-11 22:26:00,178,Summer,4,12,Morning,1.15,1.0,1.07,1.03,0.97,1.207,250.0,192.75,23,217,192.75,7268.208510378153,37.70795595526928,True,7268.208510378153,0.0
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),First,2,8,10.2,2023-08-11 12:14:00,2023-08-11 22:26:00,82,Summer,4,12,Morning,1.15,1.0,1.07,1.03,0.97,0.957,1900.0,1531.34,2,6,2090.0,1188.9985979745682,0.568898850705535,False,1017.7568003249894,36.48177413245916
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),Business,1,30,10.1,2023-08-11 13:41:00,2023-08-11 23:47:00,156,Summer,4,13,Afternoon,1.15,1.0,1.07,1.06,0.97,1.113,850.0,656.18,4,26,935.0000000000001,2509.531549825663,2.683990962380388,False,2337.9484747704614,42.491389557743325
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),Economy,0,240,10.1,2023-08-11 13:41:00,2023-08-11 23:47:00,145,Summer,4,13,Afternoon,1.15,1.0,1.07,1.06,0.97,1.131,250.0,324.93,31,209,220.0,6230.098253679712,28.318628425816872,False,5330.255709088843,-32.29310928507679
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),First,2,8,10.1,2023-08-11 13:41:00,2023-08-11 23:47:00,31,Summer,4,13,Afternoon,1.15,1.0,1.07,1.06,0.97,1.051,1900.0,2136.35,4,4,2280.0,1242.6779535698058,0.5450341901621956,False,1202.8940385597346,6.724085472886002
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),First,2,8,10.3,2023-08-11 14:54:00,2023-08-12 01:12:00,15,Summer,4,14,Afternoon,1.15,1.0,1.07,1.06,0.97,1.086,1900.0,2052.64,3,5,2280.0,2000.3695464325326,0.877355064224795,False,1898.0130958585169,11.076467378595378
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Economy,0,240,10.3,2023-08-11 14:54:00,2023-08-12 01:12:00,147,Summer,4,14,Afternoon,1.15,1.0,1.07,1.06,0.97,1.17,250.0,161.16,30,210,161.16,7333.091399965855,45.501932241039064,True,7333.091399965855,0.0
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Business,1,30,10.3,2023-08-11 14:54:00,2023-08-12 01:12:00,153,Summer,4,14,Afternoon,1.15,1.0,1.07,1.06,0.97,1.158,850.0,753.33,4,26,935.0000000000001,2611.4098329626286,2.7929516930081584,False,2500.977389542359,24.115593431829353
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Business,1,30,10.0,2023-08-11 20:31:00,2023-08-12 06:31:00,77,Summer,4,20,Evening,1.15,1.0,1.07,1.05,0.97,1.168,850.0,885.13,9,21,1062.5,2289.0503946869703,2.1544003714700897,False,2206.9422980692802,20.038864347609955
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),First,2,8,10.0,2023-08-11 20:31:00,2023-08-12 06:31:00,103,Summer,4,20,Evening,1.15,1.0,1.07,1.05,0.97,1.011,1900.0,1918.72,1,7,2090.0,1429.775464735776,0.6841030931750125,False,1369.9366937264836,8.92678452301534
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Economy,0,240,10.0,2023-08-11 20:31:00,2023-08-12 06:31:00,168,Summer,4,20,Evening,1.15,1.0,1.07,1.05,0.97,1.209,250.0,260.46,4,236,220.0,7511.376109091492,34.1426186776886,False,7020.889960564763,-15.534055133225825
Oman Air,WY101,Muscat,London (LHR),True,Direct,Economy,0,240,7.9,2023-08-13 06:09:00,2023-08-13 14:03:00,165,Summer,6,6,Dawn,1.15,1.0,1.0,0.97,1.12,1.269,250.0,193.24,42,198,193.24,6967.487016650634,36.05613235691696,True,6967.487016650634,0.0
Oman Air,WY101,Muscat,London (LHR),True,Direct,Business,1,30,7.9,2023-08-13 06:09:00,2023-08-13 14:03:00,79,Summer,6,6,Dawn,1.15,1.0,1.0,0.97,1.12,1.116,850.0,992.62,12,18,1062.5,1866.3560304842397,1.7565703816322256,False,1841.1336301239367,7.039954866917854
Oman Air,WY101,Muscat,London (LHR),True,Direct,First,2,8,7.9,2023-08-13 06:09:00,2023-08-13 14:03:00,95,Summer,6,6,Dawn,1.15,1.0,1.0,0.97,1.12,0.982,1900.0,2138.4,2,6,2138.4,1212.0864693438834,0.5668193365805665,True,1212.0864693438834,0.0
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),First,2,8,10.2,2023-08-13 11:41:00,2023-08-13 21:53:00,22,Summer,6,11,Morning,1.15,1.0,1.0,1.03,0.97,0.986,1900.0,2063.42,4,4,2280.0,1312.8999633428587,0.5758333172556398,False,1248.9873234627573,10.496166558432114
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),Business,1,30,10.2,2023-08-13 11:41:00,2023-08-13 21:53:00,5,Summer,6,11,Morning,1.15,1.0,1.0,1.03,0.97,1.071,850.0,1100.0,15,15,1105.0,2951.254325568127,2.6708183941793004,False,2948.5786599476464,0.45454545454545453
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),Economy,0,240,10.2,2023-08-13 11:41:00,2023-08-13 21:53:00,60,Summer,6,11,Morning,1.15,1.0,1.0,1.03,0.97,1.253,250.0,213.52,116,124,213.52,4608.177223170837,21.5819465303992,True,4608.177223170837,0.0
